areaType,areaName,areaCode,date,newDailyNsoDeathsByDeathDate,cumDailyNsoDeathsByDeathDate
region,Yorkshire and The Humber,E12000003,2022-03-06,4,16311
region,Yorkshire and The Humber,E12000003,2022-03-05,7,16307
region,Yorkshire and The Humber,E12000003,2022-03-04,7,16300
region,Yorkshire and The Humber,E12000003,2022-03-03,7,16293
region,Yorkshire and The Humber,E12000003,2022-03-02,5,16286
region,Yorkshire and The Humber,E12000003,2022-03-01,9,16281
region,Yorkshire and The Humber,E12000003,2022-02-28,3,16272
region,Yorkshire and The Humber,E12000003,2022-02-27,9,16269
region,Yorkshire and The Humber,E12000003,2022-02-26,9,16260
region,Yorkshire and The Humber,E12000003,2022-02-25,5,16251
region,Yorkshire and The Humber,E12000003,2022-02-24,13,16246
region,Yorkshire and The Humber,E12000003,2022-02-23,10,16233
region,Yorkshire and The Humber,E12000003,2022-02-22,7,16223
region,Yorkshire and The Humber,E12000003,2022-02-21,5,16216
region,Yorkshire and The Humber,E12000003,2022-02-20,11,16211
region,Yorkshire and The Humber,E12000003,2022-02-19,15,16200
region,Yorkshire and The Humber,E12000003,2022-02-18,10,16185
region,Yorkshire and The Humber,E12000003,2022-02-17,8,16175
region,Yorkshire and The Humber,E12000003,2022-02-16,10,16167
region,Yorkshire and The Humber,E12000003,2022-02-15,12,16157
region,Yorkshire and The Humber,E12000003,2022-02-14,20,16145
region,Yorkshire and The Humber,E12000003,2022-02-13,11,16125
region,Yorkshire and The Humber,E12000003,2022-02-12,12,16114
region,Yorkshire and The Humber,E12000003,2022-02-11,10,16102
region,Yorkshire and The Humber,E12000003,2022-02-10,12,16092
region,Yorkshire and The Humber,E12000003,2022-02-09,12,16080
region,Yorkshire and The Humber,E12000003,2022-02-08,14,16068
region,Yorkshire and The Humber,E12000003,2022-02-07,15,16054
region,Yorkshire and The Humber,E12000003,2022-02-06,13,16039
region,Yorkshire and The Humber,E12000003,2022-02-05,15,16026
region,Yorkshire and The Humber,E12000003,2022-02-04,13,16011
region,Yorkshire and The Humber,E12000003,2022-02-03,14,15998
region,Yorkshire and The Humber,E12000003,2022-02-02,12,15984
region,Yorkshire and The Humber,E12000003,2022-02-01,11,15972
region,Yorkshire and The Humber,E12000003,2022-01-31,28,15961
region,Yorkshire and The Humber,E12000003,2022-01-30,13,15933
region,Yorkshire and The Humber,E12000003,2022-01-29,23,15920
region,Yorkshire and The Humber,E12000003,2022-01-28,21,15897
region,Yorkshire and The Humber,E12000003,2022-01-27,24,15876
region,Yorkshire and The Humber,E12000003,2022-01-26,21,15852
region,Yorkshire and The Humber,E12000003,2022-01-25,20,15831
region,Yorkshire and The Humber,E12000003,2022-01-24,19,15811
region,Yorkshire and The Humber,E12000003,2022-01-23,23,15792
region,Yorkshire and The Humber,E12000003,2022-01-22,19,15769
region,Yorkshire and The Humber,E12000003,2022-01-21,30,15750
region,Yorkshire and The Humber,E12000003,2022-01-20,21,15720
region,Yorkshire and The Humber,E12000003,2022-01-19,16,15699
region,Yorkshire and The Humber,E12000003,2022-01-18,22,15683
region,Yorkshire and The Humber,E12000003,2022-01-17,27,15661
region,Yorkshire and The Humber,E12000003,2022-01-16,22,15634
region,Yorkshire and The Humber,E12000003,2022-01-15,26,15612
region,Yorkshire and The Humber,E12000003,2022-01-14,16,15586
region,Yorkshire and The Humber,E12000003,2022-01-13,18,15570
region,Yorkshire and The Humber,E12000003,2022-01-12,23,15552
region,Yorkshire and The Humber,E12000003,2022-01-11,22,15529
region,Yorkshire and The Humber,E12000003,2022-01-10,23,15507
region,Yorkshire and The Humber,E12000003,2022-01-09,19,15484
region,Yorkshire and The Humber,E12000003,2022-01-08,16,15465
region,Yorkshire and The Humber,E12000003,2022-01-07,28,15449
region,Yorkshire and The Humber,E12000003,2022-01-06,15,15421
region,Yorkshire and The Humber,E12000003,2022-01-05,14,15406
region,Yorkshire and The Humber,E12000003,2022-01-04,11,15392
region,Yorkshire and The Humber,E12000003,2022-01-03,13,15381
region,Yorkshire and The Humber,E12000003,2022-01-02,15,15368
region,Yorkshire and The Humber,E12000003,2022-01-01,11,15353
region,Yorkshire and The Humber,E12000003,2021-12-31,10,15342
region,Yorkshire and The Humber,E12000003,2021-12-30,8,15332
region,Yorkshire and The Humber,E12000003,2021-12-29,4,15324
region,Yorkshire and The Humber,E12000003,2021-12-28,11,15320
region,Yorkshire and The Humber,E12000003,2021-12-27,10,15309
region,Yorkshire and The Humber,E12000003,2021-12-26,11,15299
region,Yorkshire and The Humber,E12000003,2021-12-25,17,15288
region,Yorkshire and The Humber,E12000003,2021-12-24,7,15271
region,Yorkshire and The Humber,E12000003,2021-12-23,9,15264
region,Yorkshire and The Humber,E12000003,2021-12-22,10,15255
region,Yorkshire and The Humber,E12000003,2021-12-21,10,15245
region,Yorkshire and The Humber,E12000003,2021-12-20,6,15235
region,Yorkshire and The Humber,E12000003,2021-12-19,8,15229
region,Yorkshire and The Humber,E12000003,2021-12-18,4,15221
region,Yorkshire and The Humber,E12000003,2021-12-17,14,15217
region,Yorkshire and The Humber,E12000003,2021-12-16,8,15203
region,Yorkshire and The Humber,E12000003,2021-12-15,7,15195
region,Yorkshire and The Humber,E12000003,2021-12-14,9,15188
region,Yorkshire and The Humber,E12000003,2021-12-13,12,15179
region,Yorkshire and The Humber,E12000003,2021-12-12,12,15167
region,Yorkshire and The Humber,E12000003,2021-12-11,7,15155
region,Yorkshire and The Humber,E12000003,2021-12-10,5,15148
region,Yorkshire and The Humber,E12000003,2021-12-09,6,15143
region,Yorkshire and The Humber,E12000003,2021-12-08,11,15137
